Agent WT1 issued withdrawal of $91.00 at: 9/22/24 7:16:33 PM EDT  Transaction Number: 609
Agent WT5 issued withdrawal of $92.00 at: 9/22/24 7:16:33 PM EDT  Transaction Number: 613
Agent WT6 issued withdrawal of $94.00 at: 9/22/24 7:16:33 PM EDT  Transaction Number: 623
Agent WT1 issued withdrawal of $94.00 at: 9/22/24 7:16:33 PM EDT  Transaction Number: 628
Agent WT6 issued withdrawal of $98.00 at: 9/22/24 7:16:33 PM EDT  Transaction Number: 629
Agent WT5 issued withdrawal of $90.00 at: 9/22/24 7:16:33 PM EDT  Transaction Number: 635
Agent DT0 issued deposit of $531.00 at: 9/22/24 7:16:34 PM EDT  Transaction Number: 643
Agent WT3 issued withdrawal of $99.00 at: 9/22/24 7:16:34 PM EDT  Transaction Number: 644
Agent WT3 issued withdrawal of $96.00 at: 9/22/24 7:16:34 PM EDT  Transaction Number: 650
Agent DT0 issued deposit of $496.00 at: 9/22/24 7:16:34 PM EDT  Transaction Number: 659
Agent WT2 issued withdrawal of $95.00 at: 9/22/24 7:16:34 PM EDT  Transaction Number: 663
Agent WT2 issued withdrawal of $98.00 at: 9/22/24 7:16:35 PM EDT  Transaction Number: 667
Agent DT3 issued deposit of $506.00 at: 9/22/24 7:16:35 PM EDT  Transaction Number: 669
Agent WT5 issued withdrawal of $95.00 at: 9/22/24 7:16:35 PM EDT  Transaction Number: 678
Agent WT1 issued withdrawal of $92.00 at: 9/22/24 7:16:35 PM EDT  Transaction Number: 680
Agent WT5 issued withdrawal of $99.00 at: 9/22/24 7:16:35 PM EDT  Transaction Number: 700
Agent WT3 issued withdrawal of $94.00 at: 9/22/24 7:16:36 PM EDT  Transaction Number: 717
Agent WT8 issued withdrawal of $93.00 at: 9/22/24 7:16:36 PM EDT  Transaction Number: 741
Agent DT3 issued deposit of $585.00 at: 9/22/24 7:16:37 PM EDT  Transaction Number: 762
Agent DT2 issued deposit of $573.00 at: 9/22/24 7:16:38 PM EDT  Transaction Number: 776
Agent WT3 issued withdrawal of $91.00 at: 9/22/24 7:16:38 PM EDT  Transaction Number: 787
Agent DT2 issued deposit of $518.00 at: 9/22/24 7:16:38 PM EDT  Transaction Number: 789
Agent WT5 issued withdrawal of $90.00 at: 9/22/24 7:16:38 PM EDT  Transaction Number: 797
Agent WT9 issued withdrawal of $95.00 at: 9/22/24 7:16:38 PM EDT  Transaction Number: 798
Agent WT3 issued withdrawal of $95.00 at: 9/22/24 7:16:38 PM EDT  Transaction Number: 799
Agent WT9 issued withdrawal of $91.00 at: 9/22/24 7:16:38 PM EDT  Transaction Number: 812
Agent DT3 issued deposit of $581.00 at: 9/22/24 7:16:39 PM EDT  Transaction Number: 824
Agent WT4 issued withdrawal of $95.00 at: 9/22/24 7:16:39 PM EDT  Transaction Number: 828
Agent WT0 issued withdrawal of $97.00 at: 9/22/24 7:16:40 PM EDT  Transaction Number: 862
Agent DT3 issued deposit of $504.00 at: 9/22/24 7:16:40 PM EDT  Transaction Number: 863
Agent WT6 issued withdrawal of $92.00 at: 9/22/24 7:16:41 PM EDT  Transaction Number: 893
Agent DT2 issued deposit of $580.00 at: 9/22/24 7:16:42 PM EDT  Transaction Number: 910
Agent WT2 issued withdrawal of $92.00 at: 9/22/24 7:16:42 PM EDT  Transaction Number: 937
Agent DT0 issued deposit of $534.00 at: 9/22/24 7:16:42 PM EDT  Transaction Number: 940
Agent DT2 issued deposit of $503.00 at: 9/22/24 7:16:43 PM EDT  Transaction Number: 947
Agent WT1 issued withdrawal of $93.00 at: 9/22/24 7:16:44 PM EDT  Transaction Number: 995
Agent WT7 issued withdrawal of $99.00 at: 9/22/24 7:16:44 PM EDT  Transaction Number: 1002
Agent DT2 issued deposit of $454.00 at: 9/22/24 7:16:44 PM EDT  Transaction Number: 1005
Agent DT2 issued deposit of $516.00 at: 9/22/24 7:16:45 PM EDT  Transaction Number: 1011
Agent WT4 issued withdrawal of $99.00 at: 9/22/24 7:16:45 PM EDT  Transaction Number: 1017
Agent DT1 issued deposit of $489.00 at: 9/22/24 7:16:45 PM EDT  Transaction Number: 1018
Agent WT4 issued withdrawal of $90.00 at: 9/22/24 7:16:45 PM EDT  Transaction Number: 1019
Agent DT3 issued deposit of $506.00 at: 9/22/24 7:16:45 PM EDT  Transaction Number: 1035
Agent WT8 issued withdrawal of $97.00 at: 9/22/24 7:16:45 PM EDT  Transaction Number: 1037
Agent WT6 issued withdrawal of $95.00 at: 9/22/24 7:16:45 PM EDT  Transaction Number: 1042
Agent DT0 issued deposit of $484.00 at: 9/22/24 7:16:46 PM EDT  Transaction Number: 1060
Agent WT6 issued withdrawal of $92.00 at: 9/22/24 7:16:46 PM EDT  Transaction Number: 1061
Agent DT2 issued deposit of $536.00 at: 9/22/24 7:16:46 PM EDT  Transaction Number: 1079
Agent DT0 issued deposit of $551.00 at: 9/22/24 7:16:47 PM EDT  Transaction Number: 1095
Agent WT1 issued withdrawal of $95.00 at: 9/22/24 7:16:47 PM EDT  Transaction Number: 1097
Agent DT1 issued deposit of $490.00 at: 9/22/24 7:16:47 PM EDT  Transaction Number: 1106
Agent WT4 issued withdrawal of $96.00 at: 9/22/24 7:16:47 PM EDT  Transaction Number: 1112
Agent WT3 issued withdrawal of $96.00 at: 9/22/24 7:16:48 PM EDT  Transaction Number: 1120
Agent WT1 issued withdrawal of $94.00 at: 9/22/24 7:16:48 PM EDT  Transaction Number: 1126
Agent WT3 issued withdrawal of $94.00 at: 9/22/24 7:16:48 PM EDT  Transaction Number: 1132
Agent WT0 issued withdrawal of $93.00 at: 9/22/24 7:16:48 PM EDT  Transaction Number: 1136
Agent WT8 issued withdrawal of $98.00 at: 9/22/24 7:16:48 PM EDT  Transaction Number: 1137
Agent WT8 issued withdrawal of $94.00 at: 9/22/24 7:16:48 PM EDT  Transaction Number: 1147
Agent WT4 issued withdrawal of $90.00 at: 9/22/24 7:16:48 PM EDT  Transaction Number: 1148
Agent WT0 issued withdrawal of $92.00 at: 9/22/24 7:16:48 PM EDT  Transaction Number: 1164
Agent WT9 issued withdrawal of $92.00 at: 9/22/24 7:16:48 PM EDT  Transaction Number: 1169
Agent WT3 issued withdrawal of $90.00 at: 9/22/24 7:16:49 PM EDT  Transaction Number: 1174
Agent WT6 issued withdrawal of $93.00 at: 9/22/24 7:16:49 PM EDT  Transaction Number: 1190
Agent WT7 issued withdrawal of $98.00 at: 9/22/24 7:16:49 PM EDT  Transaction Number: 1198
